"feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","id","target"
"61.403694741596475","51.539201292101325","59.26865730426937","59.49368689047358","56.19097622888722","63.40587128918097","45.976586257783445","43.497044817314574","22","1"
"59.279747871269066","55.37936384749264","54.38511080401584","48.979955180180866","54.17251736750161","47.66830441857165","47.345425670585115","46.471819117354535","23","1"
"37.84740518785645","45.20070644577349","49.859522976264465","70.1682825264365","41.92051458143331","65.4893574841269","58.561978814702236","44.12911612585861","24","0"
"53.84274767591588","33.93782508893605","39.55869153244046","67.4988993506331","37.39993398848822","50.28555768125808","56.85449607762745","58.416690808250756","25","1"
"42.32018947431493","35.005940684315966","37.630841795138295","60.355025030670305","36.3672917535286","66.01749869009855","61.16288838515303","62.520808915805226","26","0"
"55.189434211907916","51.60181538047023","45.18930572708281","52.28421711172163","47.370999425624106","66.69528283347806","61.60785314140593","49.86460316351098","27","1"
"55.34064112300623","41.35161706255408","57.08802608485286","51.67268670588305","45.52007431650964","68.49015623053658","46.580495080226605","50.43910333048391","28","1"
"38.954646147814614","50.76289212300905","51.45270181926116","64.82145303467279","56.21950492310061","55.67691666401191","63.01148098112662","63.29297527293678","29","0"
"44.332835786650264","41.679168447749106","41.033114107146204","54.49645862312537","53.58121730428863","53.413956110555326","54.063443470965126","54.54613118394403","30","1"
"57.36212059034663","51.90340890003801","55.78994586802972","50.82963395283956","56.17785534405701","68.85654201599549","51.83525840477565","67.90116883776315","31","0"
"54.681844639056116","50.9239523035004","37.39026102562456","67.21412399317238","50.195539126203634","60.363694854692156","55.36246468322731","57.927154044548736","32","0"
"42.997060333337686","50.55527892845632","48.832890064065765","56.47080026973321","37.0191072321274","63.98818507389055","58.59398347483117","45.661084315719414","33","0"
"58.02721398934741","36.56310515616181","58.585678963814175","61.30990543898603","47.43906157320809","47.15296801921808","42.649791268044304","45.69334493126395","34","0"
"40.67503819329435","51.296788794303964","40.75912128306674","62.46481211004523","38.54385672133778","66.17258678672496","54.89139634393947","52.71048384518235","35","0"
"48.73776686675249","42.902396546243125","50.53259842790844","49.42450258688373","44.59867488389403","52.21323941779639","57.698516893084765","65.02428136191018","36","1"
"53.54301959200648","33.48393053525802","43.11432454335315","49.000852754851245","49.38621256617657","64.25296690638407","46.941233795608134","66.11825927645066","37","0"
"43.692075352462176","52.33036791730494","54.334591558398174","58.69571256464985","49.249211281909346","50.07883611301537","61.993930195802484","57.21116813034964","38","1"
"41.19783804340647","38.433413343729825","36.05682123490748","68.40368906918546","56.71887186063084","46.9668732717598","42.97296366899312","43.86075398192009","39","1"
"40.452418971105175","36.885255291550315","47.66449332057563","61.0100482555861","51.344171956326065","64.12973846762576","51.78381198252504","51.156445151763585","40","1"
"57.464235514738085","57.36772073247306","37.061437470373114","49.96406465585156","48.68482232349835","51.51313982318379","42.509274711865984","65.70774804378053","41","0"
"40.002800079054445","36.42955285249911","54.93956493370881","49.645771790521174","55.38781774467249","49.86725660388812","63.324825209980546","42.11294690751476","42","0"
"53.90499309251609","51.76410149537247","49.81848890065963","51.2721523482504","37.45278504941417","54.98463615223711","63.6911327746436","59.63311852174119","43","1"
"43.57947581915315","39.73232306720401","44.551134992831706","60.13299909610829","56.30259289215601","64.27900530747517","65.63728966478615","43.75573570402638","44","1"
"51.19085144390028","45.11482992408428","46.762184959812544","52.285817542095266","47.96560169250232","60.310485184947865","63.779963653352304","54.57701381718846","45","0"
"47.590941412937546","44.79089037740434","42.286123658203266","53.022878119555756","47.85174845954401","70.76309753786117","60.40512766316379","68.27576242034613","46","0"
"56.654767657635205","56.990206806072166","35.746842215343726","53.46417217213249","54.037117230808065","64.24388807709147","48.12064649821987","66.01381621597669","47","1"
"60.24120158872031","39.138447000576875","42.926407737820625","47.31617608744342","46.52810789508302","62.63034185353934","56.330370961789114","63.30767264997234","48","1"
"62.18609334681384","56.993492053266564","53.00552618810731","57.442778509621434","56.45429812387977","62.30570785600421","57.271126488771365","56.09366473667018","49","0"
"43.91070347811823","40.442537087933786","37.15951254129156","63.49720900775746","42.9394464167161","57.826753923558435","49.05099678063092","53.09236054723993","50","1"
"55.414752322578416","42.90889343976884","41.87893105140194","68.55100933452644","45.46145716570859","65.51768770364377","63.2038555168493","66.08571616319658","51","0"
"47.737367354033104","58.410543235739866","39.988864671108566","68.21826945668","45.06474316968381","63.8645119251891","50.570221522251984","65.88639218512684","52","1"
"52.03057599324068","39.71920893727822","57.03583880154962","65.46934393028017","42.64783568876906","64.42531237891208","54.901916814083314","64.94606292796861","53","0"
"40.831864107343286","44.307091174822844","53.12306545750786","51.713440684536224","55.45791348156432","57.27520845002614","56.82896626447942","48.54000271526008","54","1"
"62.790915431052674","56.50149745614587","38.02683173554393","52.780052015614146","52.47691357892931","53.14673956062029","54.29748414762121","56.234241337969834","55","0"
"39.433889046291874","33.358131382725105","40.91631931311273","59.20246950367312","40.82745174299466","70.792368358331","39.93800538904911","63.646124662925104","56","1"
"53.7147783695892","51.72426967805585","41.46382395427811","60.88404618676425","40.83891083076717","46.4953833484219","45.051231358104445","61.027232669478956","57","1"
"53.04903259294547","57.37350932178073","46.70091230147513","55.255704974134254","54.02682006108743","56.23460180948144","60.81916527734672","46.28916785412733","58","0"
"57.46886241656516","40.23994152859824","49.634433382808204","63.44654294583077","46.58327266165067","58.15921304709388","55.741026822990726","50.72911823805119","59","1"
"41.33981965722766","36.7359726765755","52.87632718264032","48.290365067609365","43.050684229803416","63.137752268357964","59.70711033998446","51.224389907034144","60","0"
"51.583785935074566","40.72298850834991","59.35976509101482","54.15069207211728","42.89589295708068","63.35837652980312","51.49095464204708","58.51150781003545","61","0"
"62.497195804139885","49.81331403412773","57.060409271931434","58.93414043566611","36.412825929945264","71.88182555442515","47.82922885740865","62.345011757192644","62","0"
"39.22038787765863","45.42148258410903","51.07128117859659","51.45581210337482","38.99803228123903","67.15165158896042","47.04292757269055","59.56053192553582","63","1"
"57.57693463624613","42.186876253018575","57.83587092774311","65.10062297351297","41.392964098187605","62.037614081332904","43.80841509982934","56.15231953894551","64","1"
"53.00601140168461","35.86439316701568","50.073800830423075","60.0340835816211","56.123383875750065","49.821313896412065","44.99890831737202","52.88876954679791","65","1"
"47.23254478701181","47.00896438223373","61.89670961385991","51.174639706457555","53.25837042791436","55.47471040756772","57.39085338909848","45.02234282451903","66","0"
"37.90818127162446","58.67144605059502","48.55359312321918","45.01680736826293","58.370102325523334","61.99412729537712","66.41872391330132","44.04780327760432","67","0"
"49.5826842184108","45.09593070947377","47.77298340020591","70.78397737176148","52.975578553119895","65.48961345061029","59.101358714985295","50.194359146508305","68","0"
"59.69975002105442","55.208227651738696","46.22758492591501","49.87418829685107","41.66645198144147","54.162581865220425","64.60299630747426","42.78672070197718","69","0"
"59.960651876123116","42.382122150435066","50.28321022252417","53.344138923282856","52.398980855661634","55.70906237168767","50.150316689641734","44.85791235421607","70","0"
"38.05725557259958","41.02049898170186","49.128265286875546","65.17499930131402","49.07816891165503","45.24821791092014","49.453091677636074","48.42497904981896","71","0"
"60.099060997649424","43.912097213824026","51.74731855309878","51.18940968627953","35.632475953556046","50.47382087026602","61.153270774028606","52.43831514160144","72","1"
"51.09089690949907","44.38394973225333","35.65615064228992","60.44345039083818","60.95767124345204","57.31075161742268","58.44875957093574","51.7675128615015","73","1"
"62.60411582550885","53.42205909506637","51.047575318265025","47.63089473695444","45.05844169402975","70.31717084443844","61.432457501837256","59.78421702437688","74","1"
"38.867113316691075","55.95740523124847","40.15104336196342","68.23565456735896","50.05431278955702","51.622510623882846","61.13554908142268","60.98578787442588","75","0"
"55.84679414225794","46.41007856689346","45.37120582195603","62.759772058710084","36.63881604293111","71.43459082371561","41.958452699379805","62.22443548237979","76","0"
"57.024400600141725","55.604156299217614","47.94988022803647","59.205110407216594","41.56285030585982","57.77194346582197","43.65166018209643","55.1620918101002","77","1"
"41.56549278839403","44.669248612047014","41.555852556076395","48.10116893271166","55.78555870383234","56.70268140512518","55.79114635426183","52.23405236026061","78","1"
"51.24984480389909","54.41759896321011","56.25889408073661","70.34762548789296","53.316544753434066","49.29881415096933","44.289100457011386","66.19160411159352","79","0"
"43.12602474172788","56.823657213990685","57.48877582369052","59.13550301278165","59.04201158987962","71.46919093617504","43.164994637146435","45.19092630547671","80","1"
"62.45951828628868","42.79919306140083","49.47429110992901","69.55008168351836","61.89110390528927","62.04495939095863","51.753384227422536","50.75872627054253","81","1"
"47.846007953314306","58.221852893446226","47.7338573722641","54.78115429068903","42.62878617883559","54.145622049685606","48.78013725253559","45.412877839491976","82","1"
"42.61230166020221","56.52731384588503","59.26755579811902","59.546731860018646","36.58561439169291","51.7082372630379","65.84796308633062","53.86553854216417","83","0"
"61.09436515608841","34.93345954609308","50.20798785471773","71.44782985198735","38.34960530966962","56.488815935006926","59.11203564801925","53.94216557363243","84","1"
"54.52772792886416","47.35562767302662","35.41964081178905","66.38331385799785","56.95281330654953","55.42671281134607","46.305815563416424","60.767146292827874","85","1"
"52.40663034378692","35.0317840512748","61.25691586832572","47.447408044537454","54.86750799556732","56.50828910108869","59.20055731227175","44.41084615841405","86","1"
"57.55584680291968","47.007784851783796","57.9993386868532","63.10043980483391","41.24967283802181","57.092787512936475","53.286817066207135","52.20163001965524","87","0"
"54.455963969508126","51.6356224983946","45.964647357480665","54.351699156847005","40.73596457666687","63.10101002454356","39.55159757305766","64.89659986801746","88","0"
"48.48876963763768","39.67389682658025","39.13618055328537","59.58232438762612","46.3166766317982","50.180716926309806","40.73256628327037","43.523443182400904","89","1"
"44.26171956778744","38.42578327069684","58.94649740966691","60.38731691307797","59.326207914622266","58.425447751329365","43.97589076617583","56.57130536758094","90","1"
"40.38889315687245","45.06430040437514","43.50804755578581","51.96583393017428","57.75150671832748","66.97304187314622","58.79173827537165","61.63415524100619","91","1"
"37.28449600124671","34.59973208368225","39.68307048205146","62.01382904288806","37.23730113814537","68.50946103877179","52.24804910087292","60.14089201117806","92","1"
"41.68674981955812","45.47155792324491","54.02273354187537","53.28284893751644","49.167322057906965","59.632908338415305","55.36013148195803","44.85593484961168","93","1"
"56.84781174305305","38.41055073220952","50.108732316685824","66.46109033791592","42.03547158566698","62.86554696998514","55.28647923802959","49.01845545299321","94","1"
"54.19314776006102","51.44360298788303","50.70382958460374","54.76247949337046","43.84033380954638","58.456099422299985","51.474362783064684","60.352159126854566","95","0"
"54.338720338246425","59.75825958116698","35.08348614003341","56.82927839869994","43.754466696598854","68.22127624756742","53.58831566443791","64.856315945896","96","0"
"61.40956019468208","57.78976962635855","61.64889317948577","71.70680985440153","52.43949975509722","63.654068372798214","62.71011983889708","45.39863486010406","97","1"
"36.938280539902195","55.48037354689086","54.517223912030104","67.49840558973507","51.46143393696241","55.7451046536143","45.705635304369004","58.355638691679964","98","1"
"46.81309653477659","53.14041459524054","43.998739902637254","50.70237440841164","51.53187654524078","45.56752575567823","40.88603184867288","67.83301048159895","99","1"
"37.66724671846582","55.264306536269494","46.496017960310816","52.13310089215363","48.58231740270061","69.9247487343584","51.871394044171936","45.100442632186734","100","1"
"54.53379946693388","49.06827948783776","46.793911684721245","71.59071359822424","48.78301120265298","56.81128553539205","48.46635605000646","57.329276097913194","101","1"
"56.877990088832654","42.33306322741647","57.26071167406609","58.69565347039472","60.08173454131325","66.75536555283107","52.3400313825045","44.74765126508001","102","1"
"38.355887022843206","46.215115373665185","53.75817235193018","47.88982929529465","37.79706063673803","71.75830057704638","47.52494528736309","54.7359176805777","103","1"
"41.009343700262725","46.38995573057396","37.90710324689922","66.96100236583767","59.59297459679571","69.01153266465201","59.07286410235451","66.69991216138469","104","1"
"41.472259685833635","39.48897125301262","53.1747985709953","60.39646329031148","48.55215734694647","65.65535521031362","60.44495303660998","47.99969402680453","105","1"
"55.12354529231064","34.3775574896804","43.90590487763254","56.309543709297806","45.02888068568718","46.39761195379235","54.6193893178467","54.947387389017386","106","1"
"36.45527750395884","43.680091602135576","47.94836381994965","67.70541934288245","59.156657300776935","63.05486096484503","61.597130930129104","67.73988029875632","107","1"
"42.21571114948665","35.446614012341406","39.38494620372512","66.25495041264291","45.10900068897352","70.85840923166568","58.76558503906889","44.910814107758576","108","0"
"36.22598179730963","46.62548659710341","40.587973673560704","61.649878411601804","56.3647176530044","52.87516818586544","39.77285508318163","62.481038741098594","109","0"
"45.17052800323649","45.708259721578735","57.71707862938952","61.8123500591567","44.55231931896135","69.83371896589284","50.814755058237076","59.62681314791582","110","0"
"41.431275724467916","38.36002257811988","55.01939783351811","61.310746700772484","58.861847974334815","68.90400179399938","51.4032020372163","68.51662898132454","111","0"
"62.47429916868659","46.55836277807649","48.31040823945825","66.47527971351646","46.82823647900016","57.38224527264863","64.80300171961818","51.73307292718432","112","1"
"44.32093144296961","39.51403573990602","54.91585588978058","68.46138130848045","61.93205233765792","70.28557267901495","55.855701267626024","62.20223072861368","113","1"
"59.49556813988415","39.45615771546236","45.840710403636166","56.9845117866483","41.7599577303803","46.59593174376975","46.267052585153465","46.266311677824","114","1"
"49.63424683130772","48.42047313229334","58.82849912982144","60.81147562230043","62.068884479785496","49.69777876245421","57.30756696112092","64.96916353518489","115","1"
"55.970750207432566","34.34398881207291","36.06936577199735","57.857006861104495","44.08255358772621","45.809474826999995","54.913535739342564","51.90397637150682","116","1"
"48.962773238555634","56.79128780702135","46.1218496765612","68.25448122050958","48.459984272637655","48.26103072044188","60.16194697144196","46.313637394331906","117","1"
"36.074188938506126","41.65976026482802","43.60464386045591","44.92360845205356","45.43776972322321","60.6940659931152","60.416879963482465","56.0178831387784","118","1"
"59.59299086780788","55.444054461032174","39.09198297068789","70.50897509728091","35.89699755163032","70.57670504202633","56.92040902825408","43.000411580906956","119","0"
"46.435297870131826","33.62723733221138","50.05087346115116","46.107559504030405","48.57095769357317","69.24401872011053","62.892975931514506","50.73674551624671","120","0"
"40.172800386931094","46.206060617621716","47.76981626989553","48.24171366528898","49.18875437080914","57.930882365228335","51.01003614871925","42.59291125287612","121","1"
"37.448319793016985","41.326129606238055","60.99865475473925","56.82853012733896","43.22002118533872","57.1190846600899","45.30885991005251","42.81552407128752","122","1"
"39.285208391466085","58.57608410012925","51.44575558009095","50.913149449861955","61.326085971257314","68.72077146019568","53.77316411637812","54.96720145357702","123","0"
"52.597945284862746","35.767507901729275","40.40578853508573","68.92494234946484","61.419866035073326","71.19948303979399","40.17725637878753","42.25464361582402","124","0"
"36.53111374285123","54.68086386424188","52.58967728028317","68.73993670765562","56.179062464351134","67.12549190348336","45.92840835600233","42.36745555080378","125","1"
"36.644705831259685","55.5107993784479","51.60248188267566","56.18810922643236","37.85738529450544","67.25789869661173","46.28878602686111","52.76914933659004","126","1"
"41.34610381949238","55.11773013605234","47.25645859866096","64.11908293043693","61.43931377494741","71.1571005469652","50.09425844910351","54.76215111082436","127","1"
"37.24396904794966","50.801849708482024","40.566855837377965","64.13302403832459","47.833051432745904","65.11940411583856","56.830293859705186","55.306722500546975","128","1"
"49.162084379812256","47.07249602201769","53.489957873460874","70.87912311294157","60.571789309237346","57.26635765600867","49.67783047200606","62.881038920312086","129","0"
"51.01881640356172","39.15071316428033","46.29974412846818","62.37064501493742","43.533283007124105","63.479335167587415","41.64842926554026","47.17784058328663","130","1"
"42.97619003413168","33.38842417030562","59.944140846660545","65.02757858208088","59.393019244820785","58.71989936190185","43.139401915694506","43.80449330388255","131","1"
"55.972973818454086","37.683537697902885","45.86032713509073","49.77102235130983","46.12871154691068","49.395338127189966","56.87725110739529","50.09690882411417","132","1"
"53.53136916112745","38.49041405064154","40.31735214539407","59.228284193878956","55.12354047728485","71.4924817179219","66.35283628423299","44.811468668627356","133","1"
"43.70016210875582","41.676349964699625","48.953606304757535","63.31882426771589","61.6366086815695","62.51706717407347","55.31855294612498","58.9236610959712","134","1"
"37.15382461532473","43.56944951779795","42.486227523341476","53.55132705424006","61.44911076165384","59.70827158098044","60.02463734108748","47.36903250069258","135","0"
"56.135817152702636","41.2403111743207","45.19747189533058","52.55071536270466","48.98103235527468","50.19071488571217","59.1571147863823","62.225786801009455","136","0"
"58.602841449125485","58.9469892424064","53.81147360257607","49.765405049234545","41.09999283399286","61.96769237133946","66.31803332249751","42.443334531308615","137","1"
"51.98886265926195","46.41357856497396","39.144545085830046","64.55791130815527","56.992995320849985","60.174578356159884","50.67041725847505","60.89619545328329","138","0"
"37.31303959586068","54.1841168600727","36.74939910944718","56.10585732750488","38.20253499295929","65.29290031075489","43.02301510835011","58.86051612095175","139","0"
"52.34539324294253","43.188334727528414","37.784280685417066","63.155756477627314","60.97031808542009","52.12306039354062","48.39470598792708","63.13473167304006","140","0"
"41.92800999496712","54.16224658607204","53.82918599955256","67.79745287875747","56.10799662196472","64.37042824887129","58.38201377413052","53.80297105550137","141","0"
"59.255345362263164","37.81258477501545","53.382870736215054","62.25987425503813","43.03487404803523","65.51855430091705","40.60402004701263","56.9746347747987","142","1"
"41.87660617923093","37.00290782222433","36.48228771179704","53.465006835907836","40.10347851180956","58.34819391484654","53.94541003503311","57.00858015699068","143","0"
"37.909297066539054","54.113786222827166","60.258334588453636","62.11300311020028","59.665458777442424","71.9702610173505","58.61872941221822","61.820395378747705","144","1"
"38.814520760102965","39.981096601974656","57.986084803746316","62.09882523441864","58.431485396969805","51.433037146810946","42.892147530249304","64.8314167191931","145","0"
"36.77395056262194","51.29085163918106","38.44555681328142","54.25149225069214","40.13462866292186","50.231094421236456","55.03968221724676","53.23752334716017","146","1"
"45.95364983517146","35.176685471124976","45.9270133664848","71.88268741303435","61.71498473393298","59.63217818084281","48.20213348971447","43.24641028143998","147","0"
"36.60731320176312","57.66505642632292","41.72921841218987","64.1090171358006","48.76133598906891","71.43352493461202","60.64717624968092","65.89855535672186","148","1"
"56.51355243955195","55.99639448380209","44.6635080776489","55.078596678884615","44.063653172923544","50.31707381285772","58.420920556225084","50.749303140558936","149","0"
"60.526967407981736","48.46019156667606","57.03917223001531","54.86135244713574","43.54972800996031","59.30671049293927","65.39480752694377","44.836299124067956","150","1"
"48.99657735031679","52.290115943284675","55.234655018843284","54.538471271669614","39.04198131733597","51.486844427431095","62.82109203093801","45.0936304605924","151","1"
"61.89978774642507","55.029555276037215","53.9221887090592","69.50673835946016","47.33322680875249","45.659583053952915","57.86972063809511","62.038368763560165","152","0"
"47.80016330863899","43.57254725156575","60.604596898335046","62.40446188638186","44.66612890404431","46.99090510456474","48.11646591874752","55.730306972926336","153","0"
"45.19728368730785","41.86716679151138","37.41462714858997","52.58714826540004","48.08710788039129","65.65172640147291","55.18643535531857","67.03783327990463","154","0"
"49.95865495969726","55.90855916360152","39.48048875384542","49.09830837939191","59.91187895006074","53.4681983924306","44.17504488773134","59.32023469585342","155","1"
"48.081799841998425","33.43603369143611","35.99064160542167","48.05825451712542","58.95568518140036","51.65125087330241","43.209161104593555","59.61957720848507","156","1"
"62.393807020093114","34.12502072330676","37.288620789421316","58.25801087802382","39.548227279638695","55.98728750901336","41.31378172081683","61.016163876398714","157","1"
"61.30966455244786","46.489330742015014","35.53114343457874","48.91589128599036","46.97921414902541","60.23667894573543","59.99560002685792","49.82454653935212","158","1"
"39.14116203125976","43.004486856734616","44.11175649561306","69.62929530121544","60.350596584170276","54.08146437361616","53.50284856309861","54.40187988144974","159","0"
"60.65503396521314","55.398059862305296","60.55651754612518","52.816793266848926","43.45573440357529","60.30526551434328","47.44502877339202","45.46251663607832","160","1"
"44.8998854831374","35.39347736023487","55.01792260862716","63.34555691574568","51.554846045934234","55.52573452209961","46.568056703958014","61.179210225771236","161","0"
"61.37732695778241","58.54316209136242","46.28383512772855","56.86831741492299","43.57642515749363","56.559464926411394","40.873302174489446","49.37514770213206","162","1"
"61.9490124914578","57.565266783221176","44.94145170139714","65.89534684310304","39.980640540951256","64.76042703602324","45.09634161944814","63.4866226790604","163","0"
"37.01971968011285","58.15851972046727","55.84483255365971","55.75801345557147","55.52758000684024","64.15339657721573","57.51049327983846","51.457842449907155","164","1"
"47.319261482418305","43.52970186550385","52.226795244935744","68.1950653545439","37.06081665934105","48.347353757078416","41.29069447878589","47.69339948560055","165","0"
"49.05688608264127","48.48481420614121","51.708775229109534","58.256264477571165","42.77624031223378","60.82078414944943","66.0863785707664","42.36865874923966","166","0"
"38.96367075703946","58.120096811986485","56.13928242570469","63.803705341348916","48.01142187142519","49.643012226853564","54.86264159522948","52.965712570758114","167","1"
"60.552715419202535","59.77915954924242","50.12183191697163","68.72532183403219","50.05585951856415","52.97206757120656","47.627848769574484","63.16650060212405","168","1"
"47.08811125183821","50.22767247050862","57.56342646408446","54.478339507836594","60.44778244196995","63.02085699496801","46.95760016210781","51.27004573960697","169","1"
"60.552760243988196","34.11205832809765","38.034644817573444","58.39298263071919","48.29017353654951","66.05266966676287","39.923556259942174","49.96287177583539","170","0"
"61.5375358145425","38.29883921228454","57.39467708476208","55.23441749504618","60.69969720918543","71.73065990322152","63.51556786570363","54.65117557807187","171","1"
"61.110750409555955","42.41000204237358","38.73036042680002","46.678356852617235","49.11024054635423","54.477546532400964","47.908227488573885","56.117309776899575","172","0"
"37.23574164886919","33.243758341116774","49.411836571667905","70.99275998426961","46.48195391954851","70.34189809760142","48.18739229828877","50.42847724468915","173","0"
"49.60432799870064","42.11230817109066","45.63248361787331","70.61938084883359","37.37469298048793","54.81274530445646","56.377102122756234","54.354556723227105","174","0"
"59.489880538411605","55.596250483451925","42.42190332830921","54.24938524271319","50.70815115339325","63.78178299881652","61.425268915337675","44.722032845066025","175","0"
"52.11885191955836","50.253901570914906","44.59167626206578","56.74491682557351","41.77081277171614","45.88907376844305","51.52993935026812","44.796198887981284","176","1"
"36.453829099560735","46.82661358059241","49.98347669504045","63.679545200937085","37.671660711200744","57.99954801671734","59.52456955223936","52.483616299553475","177","0"
"43.99493945247211","41.14067387678985","37.03960545176831","61.38787730945093","46.76818045285232","46.40367643981975","65.3206835220359","64.29576825433826","178","0"
"40.369827240174395","44.391747352034926","55.69883351271494","62.15153597502018","57.78411101363052","71.09228331615516","63.39229418677172","64.20096891019944","179","0"
"39.94647672412132","52.27059185030139","56.60479753922594","58.39810119225195","44.201736253631196","59.67172535788329","58.18940253267595","45.531238792862176","180","0"
"54.56751856771215","47.36811218206988","35.071445076199936","50.81763924545281","54.570808211581024","72.03687357646228","62.032069672683285","44.25011685002399","181","0"
"50.3222289115837","36.13928589942873","54.07082736560103","64.37138383693514","50.928579521079364","56.40486970513333","47.71334485987827","67.79055612949615","182","1"
"37.534665111735634","34.85057889568361","38.04702638042106","55.01871389419064","49.296772347683365","56.08553698300912","64.29998344582924","43.9348352893116","183","0"
"55.86082135938895","44.043075469222345","42.15837899497969","46.02687134991904","54.74374098535285","55.5575629183862","42.20936898176546","68.61479005714803","184","0"
"49.99032029129197","39.015977304117236","54.76080387684871","66.71102798965433","49.98540984225437","47.616356564874366","55.16327036685921","67.1712019039769","185","1"
"50.631806831203065","33.81223413565763","56.957741912556465","57.8856056225743","36.410487712674716","47.912773875532636","46.03264794909857","67.59077858891945","186","1"
"44.45000176186529","54.566673432738185","37.348158735394975","49.457272119301315","54.2714739980037","48.45966723831161","45.262968783390505","53.033764889660226","187","0"
"56.27097091149907","34.22405031708934","44.97552382991412","57.992562806760866","52.61937184242316","64.32730866918526","49.09712859302557","58.76145973619367","188","0"
"62.41178030375426","39.39611926320192","56.11483695345355","71.60982179014151","52.46926006632155","61.88308142190697","48.804322117676854","48.65957987694055","189","1"
"62.28932933327628","50.46599940048833","36.15755244387782","48.66898875789834","59.041514681280844","52.91246366011756","64.63236862331912","66.09790362282095","190","0"
"45.399880124740896","41.786258078768185","61.490511357441775","61.923317849473904","43.166768154684505","69.2255486700996","48.909794582626276","59.012226623024596","191","0"
"44.94967672646781","46.12968124406018","51.20623061554512","45.43858996880131","57.591271860506986","49.94613354562847","48.34226181313049","41.96140431042739","192","1"
"37.727741040951365","48.65501167723717","58.34843852284584","65.14086760046786","40.790472986440285","60.30302560113879","52.641276640773974","61.93147752329273","193","1"
"36.030689145229005","55.409517136593536","52.385272271622426","71.79506516802293","36.031298782733735","61.49197157692519","60.392308494192314","46.51656922150655","194","0"
"37.04287824992303","51.06577946340586","36.11572398634667","52.7301332240737","47.23439485697705","69.0055007556455","56.34432375737183","63.77720660123001","195","1"
"41.518155112317","59.5503054833421","38.65384998921405","70.95598893400769","37.60942914405616","69.90396114622348","46.89868333026647","68.45050517283684","196","1"
"61.468218611184064","57.00286683293848","38.83362076406677","50.99814814386181","54.267225237465155","47.63817984063262","50.04178179264364","67.88138235476612","197","0"
