"feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","feature_10","feature_11","feature_12","feature_13","feature_14","feature_15","id","target"
"61.00322319906654","84.20235284929211","67.66684792720511","52.41279769036228","78.55111779046412","53.86359620042494","65.13886929326954","80.59348213065607","82.78094671283633","73.12444327653454","80.00800330232242","51.99208586597857","48.409650460302274","58.96291586942448","57.4682762269919","30","1"
"67.45133061687329","52.11580599307035","84.29266997034436","79.6038194421519","47.06994635110159","72.04260536702174","47.28695396112208","72.46585090427072","83.07346556371603","85.89462397734317","62.75170802110123","55.01040928564292","65.83255965766377","61.40721354516077","43.73001763530747","31","1"
"83.0541860781794","52.133541881497266","74.10929308921064","69.49627912616067","91.19161265529725","62.97394871508565","70.56996139721551","78.74749364475574","50.296129233749525","62.4294199570907","61.42231563372611","44.590055262668656","78.09102626584617","56.83462418534512","40.900967670695636","32","0"
"57.779791681120344","35.83015896212616","60.44206794594007","65.09650177900743","74.23867551736268","45.380531213008986","73.26598940379225","81.33635913816417","44.34151012436497","60.42119515701707","63.99711259794827","58.21339393310396","79.03605072460537","77.39974310179214","35.55527374991877","33","1"
"69.01333361183126","78.30038868084324","40.63675387990891","76.36555790602773","45.938036949896386","39.003853911374925","60.08198159071682","40.403527977541515","52.12362821995183","69.34341282887664","64.46310236801345","42.56469369568836","78.95857265939404","56.036067211187174","44.5652089117696","34","0"
"47.87346485709871","51.18611341135185","89.6597542221466","63.97074464884525","42.50372453377146","83.3032005024113","52.33090223326565","72.15803564571817","61.60618589744821","63.021392769143894","54.17858641164877","56.629544820246366","83.62110326285632","59.496749128306405","80.25281536051553","35","1"
"72.94168200670052","71.96444890837455","79.10848656496248","87.37868671103331","44.57236745910066","61.369202446403825","35.952016321550815","86.46711674819369","76.53763053890927","53.292819770517404","63.14932844836968","74.94569134236829","51.939776085356236","57.16323540873597","54.949653660649325","36","1"
"56.36870984243576","35.11026931480636","42.05019716230214","58.88052246167675","69.62723068674833","50.24881463923971","44.45036037250772","55.16394879963604","92.79240736032762","62.344150541456195","45.45162046021878","57.52951782094246","71.56494901401459","31.29058807279554","77.78850719188888","37","1"
"75.06459151601803","37.67577964658319","50.250932015703455","88.45298585099131","87.92260745586624","46.973585933898256","75.74671051974026","58.605078000560326","77.12520254178797","86.3154796758239","70.18525275347706","62.26791964043079","51.32756737240802","42.29420032923913","80.82200289907799","38","0"
"45.28497654597827","48.24101835820262","57.62615470651991","89.87149397195272","70.9494540794274","39.408247165016924","43.87770313044946","63.72241632360551","62.970365055085516","51.09780700597145","47.72194875403196","55.414997633633405","68.62617356033044","71.27409630501285","66.79639121175516","39","1"
"45.88369529426773","55.21890001115294","88.85290247569057","74.83557173137795","87.8407988205751","51.285965597253806","46.45750189490645","85.92621356804212","64.94734957164829","84.337803684955","74.58840345519772","83.47803147885384","67.66279358164047","70.40371369306743","58.89558776809721","40","0"
"42.01507271913063","80.95765388677293","47.21883553336084","71.11169665300363","72.76281433727883","48.00608849739832","35.33213896202901","88.84421583209027","55.56759937513674","66.0286468915589","51.53049913201697","49.189018241695535","43.470652276228705","59.54754779593557","56.60568796785282","41","1"
"47.255928044144866","38.38689141540669","86.73159635833439","51.15461112513139","90.25646718518426","44.67203134507851","59.35241286736243","58.41600187219898","78.61215644055113","83.49748644939609","44.19874720241556","45.705509887999014","87.56808494967336","57.56391245962098","73.6160412119412","42","1"
"52.77674768418521","63.07439953773111","76.52390489814451","44.27156976359432","69.37826501014055","40.883907481821986","39.50558174300647","43.014654976429775","54.27194698393693","42.91785212160255","43.60138898596637","70.4004895918923","75.30054252286807","48.70803034888861","43.759607205344","43","0"
"83.59160113688453","40.67332558593229","70.91039587962712","40.77249574688969","57.14746237682775","63.710787416909874","53.063054764791275","59.54223484685465","48.195004288833275","82.69600483257713","47.39659043984616","47.28912409647411","58.49072879521424","54.52069809059421","67.19331631175913","44","0"
"54.218873653306105","82.35634053678275","71.69739263430036","78.23629267986182","82.65720259551782","69.1467387371381","59.8782874379808","47.982940052860705","79.10388594718951","75.45166632755998","63.84110002066159","64.82381034409009","91.12253089693412","79.1885162383692","84.05726305824727","45","1"
"74.15151460124203","59.55856547735641","73.42705711565179","77.48227009226294","88.0423704494759","81.24693812423817","60.77059870788898","67.50455482266986","83.00128970746319","87.36006349209259","37.886689419855266","42.331172604133","81.85284661363464","75.58037095807725","71.95129237003373","46","1"
"64.8848675064949","44.51104333047548","88.57459072313284","45.21452558231079","87.2336191014594","47.36220079805178","39.8541435948405","42.777873525307726","70.32849451865088","89.42727568247591","34.179323601440906","48.132115769175854","68.00461006454982","46.89479918509254","51.685987190899176","47","1"
"59.83118671664082","56.68815811623819","89.46411046341902","40.744911884287255","90.16493991751875","78.57088842708782","62.81154641372865","50.93763567967043","81.71375295775995","69.70762385163816","75.9361031319734","54.697026323372256","80.95831346521032","54.10252227346102","76.87165594181043","48","1"
"60.95616418814703","46.87929927500193","48.84990893082464","48.03109845849114","43.42941888447372","84.4229815744842","65.98547678598035","88.51282816018275","45.09436338644231","68.0863907683994","55.09453811503767","69.79445029762415","44.8929740678995","56.79405392303234","50.04837481066664","49","1"
"82.58466605912064","63.71014332548654","85.68995266828557","59.54006733799658","49.747581584787746","60.243171354114075","40.459199465340525","45.70636636875112","70.79430285045085","88.80054336784005","71.10987649786323","54.559931248904235","54.2268257263456","60.60600715922726","56.61686434798627","50","0"
"77.90487203324659","63.30279721191825","72.4159704561948","81.7135798351468","50.78922850970321","43.70043491403781","71.75669588487175","76.40590985481307","54.37911792568124","84.7374784743735","42.460643901685934","76.16695096533812","87.37127741248416","31.4560500112191","66.5539138296436","51","0"
"39.81765332372092","70.86986534095206","81.02441481818832","74.16440168914362","50.31531223031571","67.1764245661169","50.23065567813528","66.99555865800015","91.4750115481444","49.181151586874215","77.9546371948356","56.328997990883366","90.94160721896245","49.96545367684473","55.82800717839802","52","0"
"61.03872629896799","60.95463241009719","82.45200410771866","55.602260941077674","49.695410136614456","65.42059209156184","49.81771321255989","46.742563176827545","61.26289095915181","42.48120606757432","44.366504552508474","40.71003092971043","77.56587487958119","79.1563203445748","80.81000111621184","53","1"
"72.26377112724491","78.88976082054464","60.887663581738295","68.03565644559475","86.73634967799728","57.66727099215037","54.491067779066334","87.96849835085982","73.2412932550308","82.19423188317174","36.20074356889874","42.40867792484737","57.466031737915664","77.48205280540719","45.16060124447011","54","0"
"50.74064144853651","43.03056415310114","49.39391609069012","50.086071258235066","84.45416519502183","83.8690346490713","34.94554121418931","46.48339548364788","54.63474272714754","56.61359781021972","76.94705222706811","73.10238553372417","53.289355638470646","43.642365002068914","70.58747873120772","55","0"
"79.69292266464319","55.53945373954869","81.70378545202095","43.73899205339839","88.82421998010568","57.72187356056519","47.48571319479049","42.408217719880014","65.40723107653174","60.185746336068114","55.220513084753655","69.02780875829285","49.267766932707154","69.682653325861","85.23042545126326","56","1"
"80.354461522424","76.62074653815745","68.68219435152452","52.112365629412615","85.90543625455484","56.937977206089705","46.859916995372544","68.58885639701175","76.12989376709065","75.51256918059559","64.81736620514415","64.36096402354435","89.13816309232122","71.90337796360524","57.48097213342597","57","1"
"54.84519189986709","67.33918326456046","57.462596214994335","50.298170082253854","89.85535504170699","65.42162482271326","57.36134655604012","76.88915274554788","68.06144479333648","47.9450064454237","67.98709238822961","67.86382568133425","63.151996568279294","62.83022533801028","73.13328663126596","58","0"
"70.46398399613754","65.69684220067164","70.75240905725947","69.16331516882802","57.55596826065536","52.88125741269496","59.12884180570266","68.86381932847311","83.12376655156967","79.87191113167893","60.39785159746875","62.07610488241677","64.4244931659924","52.530693678501436","38.71026012789763","59","1"
"78.42806761825152","55.03490564147383","64.00491293224356","44.01349861629775","79.1049206257149","44.77683712994421","35.027201035409405","56.841462718022996","56.83333721641971","90.88042720594828","55.089493596775306","46.22727020411888","63.1754338899245","40.52887733177006","52.73388442069132","60","1"
"56.168924929211","75.34139484894862","40.637375462004","52.1004403161483","85.00013094746608","67.13655982297769","70.1536072754424","41.866868291703526","47.035360957250035","79.57126144873122","58.02222857986363","72.81081984766462","88.30739566462645","40.68630914219676","53.30208840010362","61","0"
"69.16799651723218","72.80905039924463","70.82396645041973","86.76200209082009","53.79770344813932","62.00646603715257","38.530618227225524","45.87332814805375","54.90418531031992","78.01712387070944","48.403621265968944","71.27393017015852","87.65849351114788","49.69703103694765","44.07885270705852","62","1"
"56.74222914834393","70.14726229864473","41.96344185324152","53.29371938771204","70.2261631313346","81.04654491760976","54.097466310612155","77.78210901045989","62.36898159993603","71.56023159722676","68.21619557665251","61.75379990193764","59.39427310692129","33.88372936487819","84.31588488738316","63","0"
"42.699201509392125","44.889533641714735","84.80549082527253","82.07022499753002","81.57042456598239","68.92213541159043","61.25182706196391","44.05248524972001","43.90931512800951","49.24420105877654","67.80556771716756","60.30266820547219","91.71693366365905","78.14946106164265","50.782364738324866","64","1"
"53.281478255504766","53.29599834689028","82.50760886508264","60.16560079219352","75.0071144748267","50.17804094387531","47.97057749601627","56.82192306456654","57.44526422757863","46.70680600476952","70.5223634481846","44.94686125237227","46.52507028118527","71.28750436059693","83.67715977374414","65","0"
"64.13028564560993","43.1199655990158","61.6832164484268","68.0749632935726","88.49029512405795","44.70218422435122","83.13489825220005","58.00739942675312","46.421032047927675","64.4809345003431","43.592576868294906","57.249965505039924","55.55876088437642","68.05317056587418","66.70781982413658","66","0"
"67.64492158689741","55.54605814640546","45.11974516121213","69.30938002482236","51.82479415222767","53.36930447131005","71.66913012581301","47.562794363091456","46.07298545019916","76.25707220616448","79.2036447174247","61.79595212892889","84.4950173395621","59.76489621888413","56.996471983003325","67","1"
"46.817600884907186","34.900695001200496","57.608733328878685","77.44218483989164","76.42711017689345","82.91573527134125","55.61790841430245","77.88215907871533","92.48610250530608","69.96378660711676","51.826647348670384","80.8921742128444","87.25188467712685","70.63641052285448","70.99984169001793","68","1"
"81.58677432485123","38.526564050054176","87.95316624480363","71.82248121832244","63.01571528228257","57.52036673954645","41.06978074624423","55.163318160452114","81.7247427336041","88.54797325441886","77.25260009826182","87.38634205545665","77.06238682007347","66.585319520737","45.233011683915365","69","1"
"84.95578616950303","78.78755418122518","71.38121130485207","70.65903231663195","83.55486949110441","70.74125213800289","40.655345717918614","52.720557109442474","90.52301002211787","90.25499695852434","34.53117457378507","72.59852506870719","68.97960850551188","79.28350339824601","65.55218766901102","70","1"
"44.74500784154741","82.4651508657501","74.54076054188631","62.2078445424205","50.221735760233685","52.34079120561697","51.302763377362226","75.11015076335721","70.12158877708151","88.16942596012555","56.13621221866665","60.62737236868108","42.833555676236934","66.58537588853258","67.8921635417387","71","1"
"48.185152811074566","72.6411353611445","89.8392257689828","54.71695563097573","90.47086214729845","80.15410401517707","71.0945457921195","54.69427110839985","58.62746679336537","48.54832325601392","49.9537795784586","50.6477765599702","70.67067946675482","54.85527933619579","55.667014893304376","72","1"
"57.60833955873457","34.55851173985775","77.85128154228894","74.61807606402532","81.41953500571756","43.517077593595836","48.46765578988752","65.98854458627645","91.59304750712894","57.951955320707974","77.63515869341562","87.95280822816686","52.843592139362805","34.88637449537083","44.95586592376276","73","1"
"51.133683938119404","58.6073927334546","88.73164380131479","69.77875459074528","71.52785070176276","83.70071796826176","54.64152082663405","52.42759661679701","88.53442359611019","43.00186225863205","74.92631231432604","69.45589172240634","77.4700914263551","58.301313369819155","43.531481189862824","74","1"
"58.18948417720873","80.41019365259362","80.56103173034245","67.54269871363","49.68701776494717","71.85668626130507","45.57083843133816","60.35500716008553","50.11173778085083","88.31714845935156","64.02139737626071","74.76635709033128","83.98832812659133","55.527500531374756","40.44413451177535","75","0"
"52.17037132087961","72.40593719772147","89.8000403132398","46.18682141329422","59.555067803214556","67.55958132381917","50.17177122204192","42.63289089728876","77.42341892738436","60.88307520392013","37.54962414791976","40.840525107860216","79.63273997848063","74.79555447150807","65.8865798744191","76","1"
"51.5054162748106","35.98939913058831","46.82043349947052","48.94312758223131","49.8230241339739","42.208217623732516","81.3476521849193","81.21793039241751","48.00348693494921","68.77141865857928","41.19953177676709","78.48624552384666","80.76845722536844","50.02038679434932","37.66409723363411","77","1"
"55.74566466239714","41.53226933280379","73.09593435846449","45.52462707393762","82.73285487966045","80.54539251366865","37.53267506450879","47.53637874669391","67.75342030684259","72.7530281219115","57.940670729553176","70.33892881897728","72.18371768212842","72.37868667592728","75.50058625836147","78","1"
"81.5228389498806","39.231072784769545","47.189553466806395","87.90901194182733","72.7660575023821","37.513049456880864","48.390694945770505","79.17288757049994","44.641511213766414","44.875339581287115","72.88136689073869","55.53209982313234","73.32205757935428","65.86769378346486","64.72190154038508","79","0"
"54.61544183587522","44.38626028376201","82.48041232357008","72.01362518856236","57.501722453729776","51.516210969374775","66.49259258753338","86.47083230367423","52.842027259987375","90.78197884235891","70.29968061040252","81.55023544044391","69.86523269251701","55.391478841945386","64.84419821868936","80","1"
"81.62554250189744","47.72106717224129","62.40145746714917","71.80938713873711","60.43840157916654","72.41075072285952","61.00270836182216","73.3734598798167","53.4696333559882","77.51806979647566","64.11229034945553","88.19457804921359","74.10415277298965","30.07993582448351","61.409140647291544","81","0"
"80.93338242962851","35.94898907994304","86.88692193675989","67.78877861397348","91.70396953347736","83.85906144254463","48.66308659978554","75.588605863485","75.56501802304815","62.01086833248528","47.069560740666184","48.71128241903739","48.713663926393195","77.07554871173264","53.33642863869705","82","0"
"38.18691795457999","49.73071215704428","90.05094402011059","59.56193805267314","53.207230439942805","59.2641459325963","69.6741267167228","82.81974155559038","91.3905200496144","49.86719583021362","44.743526957328015","85.63313437737055","84.21478073958461","46.74887913498449","54.00366675759992","83","1"
"43.38162182833078","51.155775480265724","56.786533376019655","74.84945021491966","42.76509409700857","44.8633358145949","78.36300502584616","88.09117659536719","79.2453472078506","55.713816817388775","42.169569937617666","56.47505239677315","74.71871793264602","58.81726413227578","51.00605790482574","84","1"
"73.84083742376964","46.25938188994828","53.42379861754543","75.51378429680257","72.34608827108792","39.52786783710039","71.21613723192746","40.64029040261061","60.756470067251314","79.61734441139735","71.30202796562888","73.57211339597987","63.14274886921718","41.053429119377654","47.778607183326315","85","1"
"77.15120242493772","45.05039972972841","53.79525034014184","88.45464746748827","50.49700282400443","48.669345115924955","36.175156240800426","66.33796225800748","85.89341012055715","59.64354023380586","75.14559333291726","80.76278866912654","44.49503716689136","62.33125262310659","81.08862912587784","86","1"
"52.44806342104708","43.659047578414956","65.98268032238943","60.76799847277717","65.53386943506747","74.39634252351732","75.21693310522366","41.75896776282629","75.13912824956","44.39563053579074","47.898461091058124","64.27990946616742","55.51021552140348","75.08246048341326","53.39809605898296","87","1"
"59.97130122330023","65.67873660837878","61.842751173949985","64.4374123628295","81.02319309397387","63.97832134987305","62.90350559081794","68.6754938611525","53.38014131148064","59.17202514579399","37.723031985442425","86.40422402821278","82.79215683600663","42.69953677070151","53.02463738249882","88","0"
"76.1963568696832","73.45481722275315","70.41265232550805","52.3569096913826","58.078248741912965","50.42478176516587","36.630963111962245","42.422919303972115","72.8023311997881","46.59689824055258","65.74803640948927","52.32342491534486","50.83577164122004","58.349066597429186","51.878865820597916","89","0"
"46.983185935892365","50.59222860647951","69.2152822851259","43.71404580469069","86.20720728438138","73.95762452585961","70.48504179619418","62.74535020516902","51.028029747800026","62.56990203691275","51.60099880741453","41.31055427409683","53.68736069808079","64.75704808805003","59.671758983038494","90","1"
"84.7147063472558","62.3985607711154","45.337051414440076","90.04205743427323","47.62024293292315","67.47089524428424","56.6321151348029","39.89995193202329","44.859205245657","43.73468669284628","77.07194020106809","85.48212366815292","89.89149851020946","63.38979161396615","37.54225230079356","91","1"
"52.652176650668224","69.0966313647498","83.12691110514936","55.282550015537026","52.44168988112811","54.86393598183012","45.82132018683829","85.81183051893683","67.36502675371398","65.82888093263944","81.27168096109752","71.25500412050613","83.33852603072212","74.12408653625488","79.1542914686501","92","0"
"41.15161169015498","50.30976975262742","81.82351920831869","72.12419976006991","43.17274821814149","84.02708106043332","66.49565364962208","62.84616452977448","54.03697105408888","42.410026214543244","55.042375520375224","54.76431643465081","62.12966983285976","45.22877065775549","76.34124217320016","93","1"
"68.21828563919895","37.32707374804865","68.91489655184078","54.12580987064853","79.746290553437","71.36035428153758","34.9091575990366","63.598792231483436","50.987846487158116","80.40009775845718","81.13531597248874","54.94234043778211","57.32784154671269","40.58411219531058","82.20936893939356","94","0"
"67.42715166022631","82.41571835216922","62.882256567073085","55.32749406180199","52.56590159083231","82.38906264127542","74.48804594083168","57.243117197763326","76.0601415278694","81.52002054905178","58.004029869889585","76.74432485863208","57.166409549253984","73.25481513817525","52.11586040579191","95","1"
"53.52299707592428","80.30077210397025","40.88528968937042","53.93631755299976","72.58198834676429","78.37338996011704","65.29870409944395","77.25621788016394","53.95401184010581","45.72764164611928","56.20652562757139","51.10669530837218","51.49290325025192","34.578191883487136","69.61143685443862","96","1"
"55.21340716489944","41.821934311698044","51.22827456736624","81.86806158878734","77.42652160210403","41.62325293527943","76.04865135541988","88.28754136453352","60.05585835477503","73.50664698179654","60.700382849240604","59.8364207542794","43.03814228201903","50.806854520854","53.890908718626726","97","0"
"51.98320291809027","75.02987054495412","40.886389468772876","80.34073541788378","83.55781651979483","74.16698266448125","78.88317695256009","47.4818216832548","63.01182992745859","87.03905183583285","45.16797619448097","71.77377216255277","65.44980429309375","52.38566647735507","73.31208629430331","98","1"
"70.42649679094757","55.40714197406865","79.73765371874907","58.30624382962154","70.94224659768906","81.4925270447799","44.72956241892619","54.04069416692819","46.345457332936995","75.19646006035862","73.59489255806444","51.81803946387684","50.301610082541565","41.15712758919902","67.8290147789876","99","1"
"77.81416225017955","38.43139169415289","85.92018172350672","78.59333634340202","43.81377716739232","41.77178796720294","61.663918120472886","57.86919862995375","70.5337741396894","52.91937658693039","72.81865769670652","71.49830156047256","48.6544648032179","49.61642466949921","57.602064981286674","100","0"
"52.95875962229172","37.54379666112643","42.94530972084804","45.1236545061305","77.32624864910684","57.08243608658057","53.966576726994305","80.8141282073432","47.488952477418934","85.31594809065895","74.6265657085455","49.48830424230741","52.92032482293771","49.32850184413232","41.6863825115093","101","1"
"77.57881516113325","54.692173725921094","41.18737950366419","53.05872094727735","67.42407085099157","72.30652846101327","41.605549546966586","85.99770528159907","81.23787169175414","46.4568171986548","46.580203568431976","70.59348769086479","88.60858016570818","35.8486327875309","76.6121318510457","102","1"
"64.95149968875248","60.4530034142623","42.53320281763574","68.00803049890072","46.835448376231476","79.28923221442301","46.97158437347099","65.01841119688916","76.31400468577574","65.84346560906242","54.078237709357154","46.442888679387295","52.16564210955175","33.46486392744036","46.82965460895816","103","1"
"63.64370881705089","46.94176357111673","64.78940292337259","76.73224157642973","54.25235036728568","62.22704385200134","80.52349124924379","72.22742654059417","59.25857178520215","56.32396083104398","36.55636050234278","89.54585778343684","60.17144552531544","75.05197052748291","75.15989681342027","104","1"
"83.04858105253149","84.0935437178309","57.26650760122747","79.38712400219806","77.19330109060797","56.23924552009467","71.28928628345926","53.86570571873887","52.22963768380853","87.09587510460003","56.96785135014721","82.29944061226735","81.87787222574454","48.802199060272855","40.21900161987622","105","0"
"71.36979779593463","59.70559371555973","64.53202186648771","41.94726646614199","42.75682988476188","79.62542565180212","36.23948421572797","65.1686173790755","82.38368692081396","89.7904829132984","72.77187308945732","69.41773882223427","80.11187572088004","67.32855801636063","50.28727069709081","106","1"
"80.06896207275366","64.51601088916365","78.77876000745006","65.18650657954538","75.07743496299386","38.11770547809609","80.99861859259997","51.62409237616886","75.32898550693871","55.545316306987","68.73331514427566","40.78833159971178","79.15256660109831","71.16476346624206","41.479123809989154","107","1"
"37.105756257436965","72.23484995160237","81.19932157564222","65.17621937229762","87.03525109008879","66.18091885766009","44.590446108926045","49.32434171761013","49.55778341030258","73.42523883625148","73.6485374699899","71.1881097275544","74.4525713585734","52.216363562914566","48.18208776103752","108","0"
"49.74951650334985","81.87536004581267","48.57670794047419","53.63946858081089","69.32798934644376","71.37038049504301","36.5501714647992","50.81153820012565","69.56584603382167","46.928693415216465","79.95169216125632","50.00237439234206","81.85073749724599","33.634474181691374","52.41941197519099","109","1"
